u,v,u_adcode,v_adcode,u_reach,v_reach,u_prov,v_prov,cross_reach,cross_province
371,523,360881,430224,midstream,midstream,Jiangxi,Hunan,False,True
372,515,360902,430181,midstream,midstream,Jiangxi,Hunan,False,True
372,374,360902,360922,midstream,midstream,Jiangxi,Jiangxi,False,False
372,375,360902,360923,midstream,midstream,Jiangxi,Jiangxi,False,False
373,381,360921,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
373,376,360921,360924,midstream,midstream,Jiangxi,Jiangxi,False,False
373,377,360921,360925,midstream,midstream,Jiangxi,Jiangxi,False,False
374,515,360922,430181,midstream,midstream,Jiangxi,Hunan,False,True
374,375,360922,360923,midstream,midstream,Jiangxi,Jiangxi,False,False
374,376,360922,360924,midstream,midstream,Jiangxi,Jiangxi,False,False
374,378,360922,360926,midstream,midstream,Jiangxi,Jiangxi,False,False
375,381,360923,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
375,376,360923,360924,midstream,midstream,Jiangxi,Jiangxi,False,False
376,381,360924,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
376,378,360924,360926,midstream,midstream,Jiangxi,Jiangxi,False,False
378,515,360926,430181,midstream,midstream,Jiangxi,Hunan,False,True
378,561,360926,430626,midstream,midstream,Jiangxi,Hunan,False,True
379,388,360981,361025,midstream,midstream,Jiangxi,Jiangxi,False,False
379,387,360981,361024,midstream,midstream,Jiangxi,Jiangxi,False,False
379,382,360981,361002,midstream,midstream,Jiangxi,Jiangxi,False,False
379,380,360981,360982,midstream,midstream,Jiangxi,Jiangxi,False,False
379,381,360981,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
380,381,360982,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
382,389,361002,361026,midstream,midstream,Jiangxi,Jiangxi,False,False
382,384,361002,361021,midstream,midstream,Jiangxi,Jiangxi,False,False
382,390,361002,361027,midstream,midstream,Jiangxi,Jiangxi,False,False
382,383,361002,361003,midstream,midstream,Jiangxi,Jiangxi,False,False
382,387,361002,361024,midstream,midstream,Jiangxi,Jiangxi,False,False
383,390,361003,361027,midstream,midstream,Jiangxi,Jiangxi,False,False
383,400,361003,361127,midstream,midstream,Jiangxi,Jiangxi,False,False
384,389,361021,361026,midstream,midstream,Jiangxi,Jiangxi,False,False
384,386,361021,361023,midstream,midstream,Jiangxi,Jiangxi,False,False
384,385,361021,361022,midstream,midstream,Jiangxi,Jiangxi,False,False
384,391,361021,361028,midstream,midstream,Jiangxi,Jiangxi,False,False
384,390,361021,361027,midstream,midstream,Jiangxi,Jiangxi,False,False
385,386,361022,361023,midstream,midstream,Jiangxi,Jiangxi,False,False
385,391,361022,361028,midstream,midstream,Jiangxi,Jiangxi,False,False
386,392,361023,361030,midstream,midstream,Jiangxi,Jiangxi,False,False
386,389,361023,361026,midstream,midstream,Jiangxi,Jiangxi,False,False
387,388,361024,361025,midstream,midstream,Jiangxi,Jiangxi,False,False
387,389,361024,361026,midstream,midstream,Jiangxi,Jiangxi,False,False
388,389,361025,361026,midstream,midstream,Jiangxi,Jiangxi,False,False
390,391,361027,361028,midstream,midstream,Jiangxi,Jiangxi,False,False
393,394,361102,361103,midstream,midstream,Jiangxi,Jiangxi,False,False
393,395,361102,361104,midstream,midstream,Jiangxi,Jiangxi,False,False
393,396,361102,361123,midstream,midstream,Jiangxi,Jiangxi,False,False
394,395,361103,361104,midstream,midstream,Jiangxi,Jiangxi,False,False
394,396,361103,361123,midstream,midstream,Jiangxi,Jiangxi,False,False
395,397,361104,361124,midstream,midstream,Jiangxi,Jiangxi,False,False
395,398,361104,361125,midstream,midstream,Jiangxi,Jiangxi,False,False
395,396,361104,361123,midstream,midstream,Jiangxi,Jiangxi,False,False
395,404,361104,361181,midstream,midstream,Jiangxi,Jiangxi,False,False
396,404,361123,361181,midstream,midstream,Jiangxi,Jiangxi,False,False
397,399,361124,361126,midstream,midstream,Jiangxi,Jiangxi,False,False
397,398,361124,361125,midstream,midstream,Jiangxi,Jiangxi,False,False
398,399,361125,361126,midstream,midstream,Jiangxi,Jiangxi,False,False
398,404,361125,361181,midstream,midstream,Jiangxi,Jiangxi,False,False
399,402,361126,361129,midstream,midstream,Jiangxi,Jiangxi,False,False
399,404,361126,361181,midstream,midstream,Jiangxi,Jiangxi,False,False
400,402,361127,361129,midstream,midstream,Jiangxi,Jiangxi,False,False
400,401,361127,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
401,402,361128,361129,midstream,midstream,Jiangxi,Jiangxi,False,False
403,404,361130,361181,midstream,midstream,Jiangxi,Jiangxi,False,False
405,409,420102,420106,midstream,midstream,Hubei,Hubei,False,False
405,411,420102,420111,midstream,midstream,Hubei,Hubei,False,False
405,406,420102,420103,midstream,midstream,Hubei,Hubei,False,False
405,410,420102,420107,midstream,midstream,Hubei,Hubei,False,False
405,412,420102,420112,midstream,midstream,Hubei,Hubei,False,False
405,416,420102,420116,midstream,midstream,Hubei,Hubei,False,False
406,409,420103,420106,midstream,midstream,Hubei,Hubei,False,False
406,408,420103,420105,midstream,midstream,Hubei,Hubei,False,False
406,407,420103,420104,midstream,midstream,Hubei,Hubei,False,False
406,412,420103,420112,midstream,midstream,Hubei,Hubei,False,False
407,408,420104,420105,midstream,midstream,Hubei,Hubei,False,False
407,412,420104,420112,midstream,midstream,Hubei,Hubei,False,False
408,414,420105,420114,midstream,midstream,Hubei,Hubei,False,False
408,409,420105,420106,midstream,midstream,Hubei,Hubei,False,False
408,411,420105,420111,midstream,midstream,Hubei,Hubei,False,False
408,412,420105,420112,midstream,midstream,Hubei,Hubei,False,False
409,415,420106,420115,midstream,midstream,Hubei,Hubei,False,False
409,411,420106,420111,midstream,midstream,Hubei,Hubei,False,False
409,410,420106,420107,midstream,midstream,Hubei,Hubei,False,False
410,411,420107,420111,midstream,midstream,Hubei,Hubei,False,False
411,415,420111,420115,midstream,midstream,Hubei,Hubei,False,False
411,414,420111,420114,midstream,midstream,Hubei,Hubei,False,False
411,455,420111,420703,midstream,midstream,Hubei,Hubei,False,False
411,417,420111,420117,midstream,midstream,Hubei,Hubei,False,False
411,416,420111,420116,midstream,midstream,Hubei,Hubei,False,False
412,414,420112,420114,midstream,midstream,Hubei,Hubei,False,False
412,468,420112,420984,midstream,midstream,Hubei,Hubei,False,False
412,462,420112,420902,midstream,midstream,Hubei,Hubei,False,False
412,416,420112,420116,midstream,midstream,Hubei,Hubei,False,False
413,475,420113,421083,midstream,midstream,Hubei,Hubei,False,False
413,488,420113,421221,midstream,midstream,Hubei,Hubei,False,False
413,504,420113,429004,midstream,midstream,Hubei,Hubei,False,False
413,415,420113,420115,midstream,midstream,Hubei,Hubei,False,False
413,414,420113,420114,midstream,midstream,Hubei,Hubei,False,False
414,504,420114,429004,midstream,midstream,Hubei,Hubei,False,False
414,415,420114,420115,midstream,midstream,Hubei,Hubei,False,False
414,468,420114,420984,midstream,midstream,Hubei,Hubei,False,False
415,487,420115,421202,midstream,midstream,Hubei,Hubei,False,False
415,488,420115,421221,midstream,midstream,Hubei,Hubei,False,False
415,423,420115,420281,midstream,midstream,Hubei,Hubei,False,False
415,454,420115,420702,midstream,midstream,Hubei,Hubei,False,False
415,455,420115,420703,midstream,midstream,Hubei,Hubei,False,False
416,417,420116,420117,midstream,midstream,Hubei,Hubei,False,False
416,462,420116,420902,midstream,midstream,Hubei,Hubei,False,False
416,463,420116,420921,midstream,midstream,Hubei,Hubei,False,False
416,479,420116,421122,midstream,midstream,Hubei,Hubei,False,False
416,464,420116,420922,midstream,midstream,Hubei,Hubei,False,False
417,455,420117,420703,midstream,midstream,Hubei,Hubei,False,False
417,478,420117,421121,midstream,midstream,Hubei,Hubei,False,False
417,479,420117,421122,midstream,midstream,Hubei,Hubei,False,False
417,485,420117,421181,midstream,midstream,Hubei,Hubei,False,False
418,419,420202,420203,midstream,midstream,Hubei,Hubei,False,False
418,420,420202,420204,midstream,midstream,Hubei,Hubei,False,False
418,456,420202,420704,midstream,midstream,Hubei,Hubei,False,False
418,482,420202,421125,midstream,midstream,Hubei,Hubei,False,False
419,422,420203,420222,midstream,midstream,Hubei,Hubei,False,False
419,423,420203,420281,midstream,midstream,Hubei,Hubei,False,False
419,420,420203,420204,midstream,midstream,Hubei,Hubei,False,False
419,482,420203,421125,midstream,midstream,Hubei,Hubei,False,False
419,483,420203,421126,midstream,midstream,Hubei,Hubei,False,False
420,423,420204,420281,midstream,midstream,Hubei,Hubei,False,False
420,421,420204,420205,midstream,midstream,Hubei,Hubei,False,False
420,456,420204,420704,midstream,midstream,Hubei,Hubei,False,False
421,423,420205,420281,midstream,midstream,Hubei,Hubei,False,False
421,456,420205,420704,midstream,midstream,Hubei,Hubei,False,False
422,491,420222,421224,midstream,midstream,Hubei,Hubei,False,False
422,487,420222,421202,midstream,midstream,Hubei,Hubei,False,False
422,423,420222,420281,midstream,midstream,Hubei,Hubei,False,False
422,486,420222,421182,midstream,midstream,Hubei,Hubei,False,False
422,483,420222,421126,midstream,midstream,Hubei,Hubei,False,False
423,487,420281,421202,midstream,midstream,Hubei,Hubei,False,False
423,454,420281,420702,midstream,midstream,Hubei,Hubei,False,False
423,456,420281,420704,midstream,midstream,Hubei,Hubei,False,False
424,430,420302,420325,midstream,midstream,Hubei,Hubei,False,False
424,425,420302,420303,midstream,midstream,Hubei,Hubei,False,False
424,431,420302,420381,midstream,midstream,Hubei,Hubei,False,False
424,426,420302,420304,midstream,midstream,Hubei,Hubei,False,False
425,430,420303,420325,midstream,midstream,Hubei,Hubei,False,False
425,426,420303,420304,midstream,midstream,Hubei,Hubei,False,False
426,430,420304,420325,midstream,midstream,Hubei,Hubei,False,False
426,428,420304,420323,midstream,midstream,Hubei,Hubei,False,False
426,431,420304,420381,midstream,midstream,Hubei,Hubei,False,False
426,427,420304,420322,midstream,midstream,Hubei,Hubei,False,False
428,663,420323,500238,midstream,upstream,Hubei,Chongqing,True,True
428,507,420323,429021,midstream,midstream,Hubei,Hubei,False,False
428,429,420323,420324,midstream,midstream,Hubei,Hubei,False,False
428,430,420323,420325,midstream,midstream,Hubei,Hubei,False,False
429,663,420324,500238,midstream,upstream,Hubei,Chongqing,True,True
430,507,420325,429021,midstream,midstream,Hubei,Hubei,False,False
430,450,420325,420626,midstream,midstream,Hubei,Hubei,False,False
430,431,420325,420381,midstream,midstream,Hubei,Hubei,False,False
430,449,420325,420625,midstream,midstream,Hubei,Hubei,False,False
431,449,420381,420625,midstream,midstream,Hubei,Hubei,False,False
431,451,420381,420682,midstream,midstream,Hubei,Hubei,False,False
432,433,420502,420503,midstream,midstream,Hubei,Hubei,False,False
432,434,420502,420504,midstream,midstream,Hubei,Hubei,False,False
432,436,420502,420506,midstream,midstream,Hubei,Hubei,False,False
433,435,420503,420505,midstream,midstream,Hubei,Hubei,False,False
433,434,420503,420504,midstream,midstream,Hubei,Hubei,False,False
433,436,420503,420506,midstream,midstream,Hubei,Hubei,False,False
434,442,420504,420581,midstream,midstream,Hubei,Hubei,False,False
434,435,420504,420505,midstream,midstream,Hubei,Hubei,False,False
434,440,420504,420528,midstream,midstream,Hubei,Hubei,False,False
434,436,420504,420506,midstream,midstream,Hubei,Hubei,False,False
435,442,420505,420581,midstream,midstream,Hubei,Hubei,False,False
435,444,420505,420583,midstream,midstream,Hubei,Hubei,False,False
435,436,420505,420506,midstream,midstream,Hubei,Hubei,False,False
436,444,420506,420583,midstream,midstream,Hubei,Hubei,False,False
436,440,420506,420528,midstream,midstream,Hubei,Hubei,False,False
436,439,420506,420527,midstream,midstream,Hubei,Hubei,False,False
436,443,420506,420582,midstream,midstream,Hubei,Hubei,False,False
436,437,420506,420525,midstream,midstream,Hubei,Hubei,False,False
436,438,420506,420526,midstream,midstream,Hubei,Hubei,False,False
436,450,420506,420626,midstream,midstream,Hubei,Hubei,False,False
437,443,420525,420582,midstream,midstream,Hubei,Hubei,False,False
437,457,420525,420802,midstream,midstream,Hubei,Hubei,False,False
437,448,420525,420624,midstream,midstream,Hubei,Hubei,False,False
437,450,420525,420626,midstream,midstream,Hubei,Hubei,False,False
438,499,420526,422823,midstream,midstream,Hubei,Hubei,False,False
438,439,420526,420527,midstream,midstream,Hubei,Hubei,False,False
438,507,420526,429021,midstream,midstream,Hubei,Hubei,False,False
438,450,420526,420626,midstream,midstream,Hubei,Hubei,False,False
439,440,420527,420528,midstream,midstream,Hubei,Hubei,False,False
439,499,420527,422823,midstream,midstream,Hubei,Hubei,False,False
440,442,420528,420581,midstream,midstream,Hubei,Hubei,False,False
440,441,420528,420529,midstream,midstream,Hubei,Hubei,False,False
440,499,420528,422823,midstream,midstream,Hubei,Hubei,False,False
441,571,420529,430726,midstream,midstream,Hubei,Hunan,False,True
441,503,420529,422828,midstream,midstream,Hubei,Hubei,False,False
441,442,420529,420581,midstream,midstream,Hubei,Hubei,False,False
441,499,420529,422823,midstream,midstream,Hubei,Hubei,False,False
441,476,420529,421087,midstream,midstream,Hubei,Hubei,False,False
442,444,420581,420583,midstream,midstream,Hubei,Hubei,False,False
442,476,420581,421087,midstream,midstream,Hubei,Hubei,False,False
443,470,420582,421003,midstream,midstream,Hubei,Hubei,False,False
443,444,420582,420583,midstream,midstream,Hubei,Hubei,False,False
443,459,420582,420822,midstream,midstream,Hubei,Hubei,False,False
443,458,420582,420804,midstream,midstream,Hubei,Hubei,False,False
443,457,420582,420802,midstream,midstream,Hubei,Hubei,False,False
444,470,420583,421003,midstream,midstream,Hubei,Hubei,False,False
444,476,420583,421087,midstream,midstream,Hubei,Hubei,False,False
445,448,420602,420624,midstream,midstream,Hubei,Hubei,False,False
445,453,420602,420684,midstream,midstream,Hubei,Hubei,False,False
445,446,420602,420606,midstream,midstream,Hubei,Hubei,False,False
445,449,420602,420625,midstream,midstream,Hubei,Hubei,False,False
445,447,420602,420607,midstream,midstream,Hubei,Hubei,False,False
446,449,420606,420625,midstream,midstream,Hubei,Hubei,False,False
446,447,420606,420607,midstream,midstream,Hubei,Hubei,False,False
446,451,420606,420682,midstream,midstream,Hubei,Hubei,False,False
447,453,420607,420684,midstream,midstream,Hubei,Hubei,False,False
447,452,420607,420683,midstream,midstream,Hubei,Hubei,False,False
447,451,420607,420682,midstream,midstream,Hubei,Hubei,False,False
448,457,420624,420802,midstream,midstream,Hubei,Hubei,False,False
448,450,420624,420626,midstream,midstream,Hubei,Hubei,False,False
448,453,420624,420684,midstream,midstream,Hubei,Hubei,False,False
448,449,420624,420625,midstream,midstream,Hubei,Hubei,False,False
449,450,420625,420626,midstream,midstream,Hubei,Hubei,False,False
449,451,420625,420682,midstream,midstream,Hubei,Hubei,False,False
450,507,420626,429021,midstream,midstream,Hubei,Hubei,False,False
452,453,420683,420684,midstream,midstream,Hubei,Hubei,False,False
452,494,420683,421321,midstream,midstream,Hubei,Hubei,False,False
453,457,420684,420802,midstream,midstream,Hubei,Hubei,False,False
453,460,420684,420881,midstream,midstream,Hubei,Hubei,False,False
453,494,420684,421321,midstream,midstream,Hubei,Hubei,False,False
454,456,420702,420704,midstream,midstream,Hubei,Hubei,False,False
454,455,420702,420703,midstream,midstream,Hubei,Hubei,False,False
455,456,420703,420704,midstream,midstream,Hubei,Hubei,False,False
455,477,420703,421102,midstream,midstream,Hubei,Hubei,False,False
455,478,420703,421121,midstream,midstream,Hubei,Hubei,False,False
456,477,420704,421102,midstream,midstream,Hubei,Hubei,False,False
456,482,420704,421125,midstream,midstream,Hubei,Hubei,False,False
457,458,420802,420804,midstream,midstream,Hubei,Hubei,False,False
457,460,420802,420881,midstream,midstream,Hubei,Hubei,False,False
458,459,420804,420822,midstream,midstream,Hubei,Hubei,False,False
458,460,420804,420881,midstream,midstream,Hubei,Hubei,False,False
459,469,420822,421002,midstream,midstream,Hubei,Hubei,False,False
459,470,420822,421003,midstream,midstream,Hubei,Hubei,False,False
459,505,420822,429005,midstream,midstream,Hubei,Hubei,False,False
459,506,420822,429006,midstream,midstream,Hubei,Hubei,False,False
459,460,420822,420881,midstream,midstream,Hubei,Hubei,False,False
460,506,420881,429006,midstream,midstream,Hubei,Hubei,False,False
460,461,420881,420882,midstream,midstream,Hubei,Hubei,False,False
460,494,420881,421321,midstream,midstream,Hubei,Hubei,False,False
461,506,420882,429006,midstream,midstream,Hubei,Hubei,False,False
461,466,420882,420981,midstream,midstream,Hubei,Hubei,False,False
461,467,420882,420982,midstream,midstream,Hubei,Hubei,False,False
461,494,420882,421321,midstream,midstream,Hubei,Hubei,False,False
461,493,420882,421303,midstream,midstream,Hubei,Hubei,False,False
462,468,420902,420984,midstream,midstream,Hubei,Hubei,False,False
